0C7C7      //Pixel 0: 7.803802e-01
0F3F3      //Pixel 1813: 9.529266e-01
0D5D5      //Pixel 1814: 8.352814e-01
06D6D      //Pixel 1815: 4.274445e-01
07676      //Pixel 1816: 4.627380e-01
07575      //Pixel 1817: 4.588165e-01
0BDBD      //Pixel 1818: 7.411652e-01
0F9FA      //Pixel 1819: 9.764709e-01
0F6F6      //Pixel 1820: 9.646912e-01
0E4E4      //Pixel 1821: 8.941040e-01
08E8E      //Pixel 1822: 5.568542e-01
08C8C      //Pixel 1823: 5.490112e-01
09595      //Pixel 1824: 5.843048e-01
09090      //Pixel 1825: 5.646973e-01
0A8A8      //Pixel 1826: 6.588135e-01
0A6A6      //Pixel 1827: 6.509705e-01
05E5E      //Pixel 1828: 3.686218e-01
06161      //Pixel 1829: 3.803864e-01
07E7E      //Pixel 1830: 4.941101e-01
07C7C      //Pixel 1831: 4.862671e-01
09A9A      //Pixel 1832: 6.039124e-01
09898      //Pixel 1833: 5.960693e-01
09595      //Pixel 1834: 5.843048e-01
09494      //Pixel 1835: 5.803833e-01
08989      //Pixel 1836: 5.372467e-01
06F6F      //Pixel 1837: 4.352875e-01
0BABA      //Pixel 1838: 7.294006e-01
0EAEA      //Pixel 1839: 9.176331e-01
0E9E9      //Pixel 1840: 9.137115e-01
0EBEB      //Pixel 1841: 9.215546e-01
0EBEB      //Pixel 1842: 9.215546e-01
0EAEA      //Pixel 1843: 9.176331e-01
0E9E9      //Pixel 1844: 9.137115e-01
0E8E8      //Pixel 1845: 9.097900e-01
0E6E6      //Pixel 1846: 9.019470e-01
0E4E4      //Pixel 1847: 8.941040e-01
0E3E3      //Pixel 1848: 8.901825e-01
0E1E1      //Pixel 1849: 8.823395e-01
0DFDF      //Pixel 1850: 8.744965e-01
0DFDF      //Pixel 1851: 8.744965e-01
0DEDE      //Pixel 1852: 8.705750e-01
0DBDB      //Pixel 1853: 8.588104e-01
0DADA      //Pixel 1854: 8.548889e-01
0D8D8      //Pixel 1855: 8.470459e-01
0D0D0      //Pixel 1856: 8.156738e-01
0D2D2      //Pixel 1857: 8.235168e-01
0D3D3      //Pixel 1858: 8.274384e-01
0D5D5      //Pixel 1859: 8.352814e-01
0D9D9      //Pixel 1860: 8.509674e-01
0DFDF      //Pixel 1861: 8.744965e-01
0E1E1      //Pixel 1862: 8.823395e-01
0E2E2      //Pixel 1863: 8.862610e-01
0E4E4      //Pixel 1864: 8.941040e-01
0E6E6      //Pixel 1865: 9.019470e-01
0E7E7      //Pixel 1866: 9.058685e-01
0E9E9      //Pixel 1867: 9.137115e-01
0EAEA      //Pixel 1868: 9.176331e-01
0EBEB      //Pixel 1869: 9.215546e-01
0ECEC      //Pixel 1870: 9.254761e-01
0ECEC      //Pixel 1871: 9.254761e-01
0EEEE      //Pixel 1872: 9.333191e-01
0EFEF      //Pixel 1873: 9.372406e-01
0F1F1      //Pixel 1874: 9.450836e-01
0F2F2      //Pixel 1875: 9.490051e-01
0F3F3      //Pixel 1876: 9.529266e-01
0F2F2      //Pixel 1877: 9.490051e-01
0DEDE      //Pixel 1878: 8.705750e-01
07575      //Pixel 1879: 4.588165e-01
07272      //Pixel 1880: 4.470520e-01
07676      //Pixel 1881: 4.627380e-01
09B9B      //Pixel 1882: 6.078339e-01
0F0F0      //Pixel 1883: 9.411621e-01
0F5F5      //Pixel 1884: 9.607697e-01
0EDED      //Pixel 1885: 9.293976e-01
0A1A1      //Pixel 1886: 6.313629e-01
08787      //Pixel 1887: 5.294037e-01
09494      //Pixel 1888: 5.803833e-01
09292      //Pixel 1889: 5.725403e-01
09696      //Pixel 1890: 5.882263e-01
0A4A4      //Pixel 1891: 6.431274e-01
06161      //Pixel 1892: 3.803864e-01
05858      //Pixel 1893: 3.450928e-01
07979      //Pixel 1894: 4.745026e-01
07575      //Pixel 1895: 4.588165e-01
07878      //Pixel 1896: 4.705811e-01
09191      //Pixel 1897: 5.686188e-01
09797      //Pixel 1898: 5.921478e-01
09898      //Pixel 1899: 5.960693e-01
08B8B      //Pixel 1900: 5.450897e-01
07171      //Pixel 1901: 4.431305e-01
0BBBB      //Pixel 1902: 7.333221e-01
0E9E9      //Pixel 1903: 9.137115e-01
0E8E8      //Pixel 1904: 9.097900e-01
0EAEA      //Pixel 1905: 9.176331e-01
0E9E9      //Pixel 1906: 9.137115e-01
0EAEA      //Pixel 1907: 9.176331e-01
0E9E9      //Pixel 1908: 9.137115e-01
0E8E8      //Pixel 1909: 9.097900e-01
0E6E6      //Pixel 1910: 9.019470e-01
0E4E4      //Pixel 1911: 8.941040e-01
0E2E2      //Pixel 1912: 8.862610e-01
0E1E1      //Pixel 1913: 8.823395e-01
0DFDF      //Pixel 1914: 8.744965e-01
0DFDF      //Pixel 1915: 8.744965e-01
0DEDE      //Pixel 1916: 8.705750e-01
0DADA      //Pixel 1917: 8.548889e-01
0D9D9      //Pixel 1918: 8.509674e-01
0D7D7      //Pixel 1919: 8.431244e-01
0D0D0      //Pixel 1920: 8.156738e-01
0D1D1      //Pixel 1921: 8.195953e-01
0D3D3      //Pixel 1922: 8.274384e-01
0D5D5      //Pixel 1923: 8.352814e-01
0D8D8      //Pixel 1924: 8.470459e-01
0DEDE      //Pixel 1925: 8.705750e-01
0E1E1      //Pixel 1926: 8.823395e-01
0E2E2      //Pixel 1927: 8.862610e-01
0E3E3      //Pixel 1928: 8.901825e-01
0E5E5      //Pixel 1929: 8.980255e-01
0E6E6      //Pixel 1930: 9.019470e-01
0E8E8      //Pixel 1931: 9.097900e-01
0E8E8      //Pixel 1932: 9.097900e-01
0EBEB      //Pixel 1933: 9.215546e-01
0ECEC      //Pixel 1934: 9.254761e-01
0ECEC      //Pixel 1935: 9.254761e-01
0EDED      //Pixel 1936: 9.293976e-01
0EEEE      //Pixel 1937: 9.333191e-01
0EFEF      //Pixel 1938: 9.372406e-01
0F1F1      //Pixel 1939: 9.450836e-01
0F3F3      //Pixel 1940: 9.529266e-01
0F2F2      //Pixel 1941: 9.490051e-01
0E5E5      //Pixel 1942: 8.980255e-01
08383      //Pixel 1943: 5.137177e-01
06E6E      //Pixel 1944: 4.313660e-01
07B7B      //Pixel 1945: 4.823456e-01
08787      //Pixel 1946: 5.294037e-01
0DEDE      //Pixel 1947: 8.705750e-01
0F5F5      //Pixel 1948: 9.607697e-01
0F1F1      //Pixel 1949: 9.450836e-01
0AFAF      //Pixel 1950: 6.862640e-01
08181      //Pixel 1951: 5.058746e-01
09595      //Pixel 1952: 5.843048e-01
09797      //Pixel 1953: 5.921478e-01
08E8E      //Pixel 1954: 5.568542e-01
08F8F      //Pixel 1955: 5.607758e-01
06565      //Pixel 1956: 3.960724e-01
04E4E      //Pixel 1957: 3.058777e-01
06C6C      //Pixel 1958: 4.235229e-01
07B7B      //Pixel 1959: 4.823456e-01
07474      //Pixel 1960: 4.548950e-01
08282      //Pixel 1961: 5.097961e-01
09696      //Pixel 1962: 5.882263e-01
09696      //Pixel 1963: 5.882263e-01
08A8A      //Pixel 1964: 5.411682e-01
07171      //Pixel 1965: 4.431305e-01
0B7B7      //Pixel 1966: 7.176361e-01
0E9E9      //Pixel 1967: 9.137115e-01
0E9E9      //Pixel 1968: 9.137115e-01
0EAEA      //Pixel 1969: 9.176331e-01
0E9E9      //Pixel 1970: 9.137115e-01
0EAEA      //Pixel 1971: 9.176331e-01
0E8E8      //Pixel 1972: 9.097900e-01
0E7E7      //Pixel 1973: 9.058685e-01
0E5E5      //Pixel 1974: 8.980255e-01
0E4E4      //Pixel 1975: 8.941040e-01
0E2E2      //Pixel 1976: 8.862610e-01
0E1E1      //Pixel 1977: 8.823395e-01
0DFDF      //Pixel 1978: 8.744965e-01
0DEDE      //Pixel 1979: 8.705750e-01
0DCDC      //Pixel 1980: 8.627319e-01
0DADA      //Pixel 1981: 8.548889e-01
0D9D9      //Pixel 1982: 8.509674e-01
0D7D7      //Pixel 1983: 8.431244e-01
0CFCF      //Pixel 1984: 8.117523e-01
0D1D1      //Pixel 1985: 8.195953e-01
0D3D3      //Pixel 1986: 8.274384e-01
0D4D4      //Pixel 1987: 8.313599e-01
0D8D8      //Pixel 1988: 8.470459e-01
0DDDD      //Pixel 1989: 8.666534e-01
0E0E0      //Pixel 1990: 8.784180e-01
0E1E1      //Pixel 1991: 8.823395e-01
0E3E3      //Pixel 1992: 8.901825e-01
0E5E5      //Pixel 1993: 8.980255e-01
0E6E6      //Pixel 1994: 9.019470e-01
0E7E7      //Pixel 1995: 9.058685e-01
0E8E8      //Pixel 1996: 9.097900e-01
0EBEB      //Pixel 1997: 9.215546e-01
0EBEB      //Pixel 1998: 9.215546e-01
0ECEC      //Pixel 1999: 9.254761e-01
0ECEC      //Pixel 2000: 9.254761e-01
0EDED      //Pixel 2001: 9.293976e-01
0EFEF      //Pixel 2002: 9.372406e-01
0F0F0      //Pixel 2003: 9.411621e-01
0F1F1      //Pixel 2004: 9.450836e-01
0F1F1      //Pixel 2005: 9.450836e-01
0ECEC      //Pixel 2006: 9.254761e-01
09191      //Pixel 2007: 5.686188e-01
06868      //Pixel 2008: 4.078369e-01
08585      //Pixel 2009: 5.215607e-01
08989      //Pixel 2010: 5.372467e-01
0B8B8      //Pixel 2011: 7.215576e-01
0F3F3      //Pixel 2012: 9.529266e-01
0F0F0      //Pixel 2013: 9.411621e-01
0C0C0      //Pixel 2014: 7.529297e-01
07B7B      //Pixel 2015: 4.823456e-01
09191      //Pixel 2016: 5.686188e-01
09999      //Pixel 2017: 5.999908e-01
09393      //Pixel 2018: 5.764618e-01
08F8F      //Pixel 2019: 5.607758e-01
06D6D      //Pixel 2020: 4.274445e-01
04949      //Pixel 2021: 2.862701e-01
06363      //Pixel 2022: 3.882294e-01
07B7B      //Pixel 2023: 4.823456e-01
07B7B      //Pixel 2024: 4.823456e-01
07272      //Pixel 2025: 4.470520e-01
08B8B      //Pixel 2026: 5.450897e-01
09292      //Pixel 2027: 5.725403e-01
08787      //Pixel 2028: 5.294037e-01
06E6E      //Pixel 2029: 4.313660e-01
0B4B4      //Pixel 2030: 7.058716e-01
0E8E8      //Pixel 2031: 9.097900e-01
0E8E8      //Pixel 2032: 9.097900e-01
0E9E9      //Pixel 2033: 9.137115e-01
0E9E9      //Pixel 2034: 9.137115e-01
0E8E8      //Pixel 2035: 9.097900e-01
0E7E7      //Pixel 2036: 9.058685e-01
0E5E5      //Pixel 2037: 8.980255e-01
0E4E4      //Pixel 2038: 8.941040e-01
0E3E3      //Pixel 2039: 8.901825e-01
0E2E2      //Pixel 2040: 8.862610e-01
0E0E0      //Pixel 2041: 8.784180e-01
0DFDF      //Pixel 2042: 8.744965e-01
0DDDD      //Pixel 2043: 8.666534e-01
0DBDB      //Pixel 2044: 8.588104e-01
0D8D8      //Pixel 2045: 8.470459e-01
0D7D7      //Pixel 2046: 8.431244e-01
0D6D6      //Pixel 2047: 8.392029e-01
0CFCF      //Pixel 2048: 8.117523e-01
0D1D1      //Pixel 2049: 8.195953e-01
0D2D2      //Pixel 2050: 8.235168e-01
0D2D2      //Pixel 2051: 8.235168e-01
0D7D7      //Pixel 2052: 8.431244e-01
0DDDD      //Pixel 2053: 8.666534e-01
0E0E0      //Pixel 2054: 8.784180e-01
0E2E2      //Pixel 2055: 8.862610e-01
0E3E3      //Pixel 2056: 8.901825e-01
0E5E5      //Pixel 2057: 8.980255e-01
0E6E6      //Pixel 2058: 9.019470e-01
0E7E7      //Pixel 2059: 9.058685e-01
0E9E9      //Pixel 2060: 9.137115e-01
0EAEA      //Pixel 2061: 9.176331e-01
0ECEC      //Pixel 2062: 9.254761e-01
0ECEC      //Pixel 2063: 9.254761e-01
0EDED      //Pixel 2064: 9.293976e-01
0EEEE      //Pixel 2065: 9.333191e-01
0EFEF      //Pixel 2066: 9.372406e-01
0F0F0      //Pixel 2067: 9.411621e-01
0F1F1      //Pixel 2068: 9.450836e-01
0F0F0      //Pixel 2069: 9.411621e-01
0EFEF      //Pixel 2070: 9.372406e-01
0ACAC      //Pixel 2071: 6.744995e-01
06868      //Pixel 2072: 4.078369e-01
08080      //Pixel 2073: 5.019531e-01
08787      //Pixel 2074: 5.294037e-01
09696      //Pixel 2075: 5.882263e-01
0E1E1      //Pixel 2076: 8.823395e-01
0F1F1      //Pixel 2077: 9.450836e-01
0D0D0      //Pixel 2078: 8.156738e-01
07B7B      //Pixel 2079: 4.823456e-01
08A8A      //Pixel 2080: 5.411682e-01
09797      //Pixel 2081: 5.921478e-01
09393      //Pixel 2082: 5.764618e-01
09090      //Pixel 2083: 5.646973e-01
08282      //Pixel 2084: 5.097961e-01
04D4D      //Pixel 2085: 3.019562e-01
05B5B      //Pixel 2086: 3.568573e-01
07474      //Pixel 2087: 4.548950e-01
07A7A      //Pixel 2088: 4.784241e-01
06E6E      //Pixel 2089: 4.313660e-01
07575      //Pixel 2090: 4.588165e-01
08E8E      //Pixel 2091: 5.568542e-01
08686      //Pixel 2092: 5.254822e-01
06F6F      //Pixel 2093: 4.352875e-01
0B0B0      //Pixel 2094: 6.901855e-01
0E8E8      //Pixel 2095: 9.097900e-01
0E8E8      //Pixel 2096: 9.097900e-01
0E8E8      //Pixel 2097: 9.097900e-01
0E8E8      //Pixel 2098: 9.097900e-01
0E7E7      //Pixel 2099: 9.058685e-01
0E6E6      //Pixel 2100: 9.019470e-01
0E5E5      //Pixel 2101: 8.980255e-01
0E3E3      //Pixel 2102: 8.901825e-01
0E2E2      //Pixel 2103: 8.862610e-01
0E0E0      //Pixel 2104: 8.784180e-01
0DFDF      //Pixel 2105: 8.744965e-01
0DEDE      //Pixel 2106: 8.705750e-01
0DCDC      //Pixel 2107: 8.627319e-01
0DADA      //Pixel 2108: 8.548889e-01
0D9D9      //Pixel 2109: 8.509674e-01
0D7D7      //Pixel 2110: 8.431244e-01
0D6D6      //Pixel 2111: 8.392029e-01
0CECE      //Pixel 2112: 8.078308e-01
0D0D0      //Pixel 2113: 8.156738e-01
0D2D2      //Pixel 2114: 8.235168e-01
0D2D2      //Pixel 2115: 8.235168e-01
0D8D8      //Pixel 2116: 8.470459e-01
0DDDD      //Pixel 2117: 8.666534e-01
0DFDF      //Pixel 2118: 8.744965e-01
0E0E0      //Pixel 2119: 8.784180e-01
0E2E2      //Pixel 2120: 8.862610e-01
0E3E3      //Pixel 2121: 8.901825e-01
0E6E6      //Pixel 2122: 9.019470e-01
0E7E7      //Pixel 2123: 9.058685e-01
0E9E9      //Pixel 2124: 9.137115e-01
0E9E9      //Pixel 2125: 9.137115e-01
0EAEA      //Pixel 2126: 9.176331e-01
0ECEC      //Pixel 2127: 9.254761e-01
0ECEC      //Pixel 2128: 9.254761e-01
0EDED      //Pixel 2129: 9.293976e-01
0EFEF      //Pixel 2130: 9.372406e-01
0F0F0      //Pixel 2131: 9.411621e-01
0F0F0      //Pixel 2132: 9.411621e-01
0F1F1      //Pixel 2133: 9.450836e-01
0F1F1      //Pixel 2134: 9.450836e-01
0D4D4      //Pixel 2135: 8.313599e-01
06E6E      //Pixel 2136: 4.313660e-01
07676      //Pixel 2137: 4.627380e-01
08383      //Pixel 2138: 5.137177e-01
08282      //Pixel 2139: 5.097961e-01
0BFBF      //Pixel 2140: 7.490082e-01
0F0F0      //Pixel 2141: 9.411621e-01
0DDDD      //Pixel 2142: 8.666534e-01
08383      //Pixel 2143: 5.137177e-01
08989      //Pixel 2144: 5.372467e-01
09393      //Pixel 2145: 5.764618e-01
09090      //Pixel 2146: 5.646973e-01
08D8D      //Pixel 2147: 5.529327e-01
09191      //Pixel 2148: 5.686188e-01
05858      //Pixel 2149: 3.450928e-01
04848      //Pixel 2150: 2.823486e-01
06565      //Pixel 2151: 3.960724e-01
07777      //Pixel 2152: 4.666595e-01
07777      //Pixel 2153: 4.666595e-01
06E6E      //Pixel 2154: 4.313660e-01
08080      //Pixel 2155: 5.019531e-01
08484      //Pixel 2156: 5.176392e-01
07171      //Pixel 2157: 4.431305e-01
0ABAB      //Pixel 2158: 6.705780e-01
0E8E8      //Pixel 2159: 9.097900e-01
0E6E6      //Pixel 2160: 9.019470e-01
0E7E7      //Pixel 2161: 9.058685e-01
0E7E7      //Pixel 2162: 9.058685e-01
0E6E6      //Pixel 2163: 9.019470e-01
0E5E5      //Pixel 2164: 8.980255e-01
0E5E5      //Pixel 2165: 8.980255e-01
0E3E3      //Pixel 2166: 8.901825e-01
0E3E3      //Pixel 2167: 8.901825e-01
0E0E0      //Pixel 2168: 8.784180e-01
0DFDF      //Pixel 2169: 8.744965e-01
0DDDD      //Pixel 2170: 8.666534e-01
0DBDB      //Pixel 2171: 8.588104e-01
0DADA      //Pixel 2172: 8.548889e-01
0D8D8      //Pixel 2173: 8.470459e-01
0D7D7      //Pixel 2174: 8.431244e-01
0D6D6      //Pixel 2175: 8.392029e-01
0CECE      //Pixel 2176: 8.078308e-01
0D0D0      //Pixel 2177: 8.156738e-01
0D1D1      //Pixel 2178: 8.195953e-01
0D2D2      //Pixel 2179: 8.235168e-01
0D7D7      //Pixel 2180: 8.431244e-01
0DCDC      //Pixel 2181: 8.627319e-01
0DFDF      //Pixel 2182: 8.744965e-01
0E0E0      //Pixel 2183: 8.784180e-01
0E3E3      //Pixel 2184: 8.901825e-01
0E4E4      //Pixel 2185: 8.941040e-01
0E6E6      //Pixel 2186: 9.019470e-01
0E7E7      //Pixel 2187: 9.058685e-01
0E8E8      //Pixel 2188: 9.097900e-01
0E9E9      //Pixel 2189: 9.137115e-01
0EAEA      //Pixel 2190: 9.176331e-01
0EBEB      //Pixel 2191: 9.215546e-01
0ECEC      //Pixel 2192: 9.254761e-01
0EDED      //Pixel 2193: 9.293976e-01
0EFEF      //Pixel 2194: 9.372406e-01
0F0F0      //Pixel 2195: 9.411621e-01
0F1F1      //Pixel 2196: 9.450836e-01
0F1F1      //Pixel 2197: 9.450836e-01
0F0F0      //Pixel 2198: 9.411621e-01
0E8E8      //Pixel 2199: 9.097900e-01
08383      //Pixel 2200: 5.137177e-01
06B6B      //Pixel 2201: 4.196014e-01
07F7F      //Pixel 2202: 4.980316e-01
08989      //Pixel 2203: 5.372467e-01
0A5A5      //Pixel 2204: 6.470490e-01
0E4E4      //Pixel 2205: 8.941040e-01
0E4E4      //Pixel 2206: 8.941040e-01
09595      //Pixel 2207: 5.843048e-01
08B8B      //Pixel 2208: 5.450897e-01
09090      //Pixel 2209: 5.646973e-01
09191      //Pixel 2210: 5.686188e-01
09090      //Pixel 2211: 5.646973e-01
09494      //Pixel 2212: 5.803833e-01
06666      //Pixel 2213: 3.999939e-01
03B3B      //Pixel 2214: 2.313690e-01
05757      //Pixel 2215: 3.411713e-01
07171      //Pixel 2216: 4.431305e-01
07878      //Pixel 2217: 4.705811e-01
07575      //Pixel 2218: 4.588165e-01
07676      //Pixel 2219: 4.627380e-01
08181      //Pixel 2220: 5.058746e-01
07171      //Pixel 2221: 4.431305e-01
0A3A3      //Pixel 2222: 6.392059e-01
0E7E7      //Pixel 2223: 9.058685e-01
0E6E6      //Pixel 2224: 9.019470e-01
0E7E7      //Pixel 2225: 9.058685e-01
0E7E7      //Pixel 2226: 9.058685e-01
0E6E6      //Pixel 2227: 9.019470e-01
0E5E5      //Pixel 2228: 8.980255e-01
0E4E4      //Pixel 2229: 8.941040e-01
0E3E3      //Pixel 2230: 8.901825e-01
0E2E2      //Pixel 2231: 8.862610e-01
0E0E0      //Pixel 2232: 8.784180e-01
0DFDF      //Pixel 2233: 8.744965e-01
0DCDC      //Pixel 2234: 8.627319e-01
0DBDB      //Pixel 2235: 8.588104e-01
0DBDB      //Pixel 2236: 8.588104e-01
0D8D8      //Pixel 2237: 8.470459e-01
0D7D7      //Pixel 2238: 8.431244e-01
0D5D5      //Pixel 2239: 8.352814e-01
0CDCD      //Pixel 2240: 8.039093e-01
0CFCF      //Pixel 2241: 8.117523e-01
0D1D1      //Pixel 2242: 8.195953e-01
0D2D2      //Pixel 2243: 8.235168e-01
0D6D6      //Pixel 2244: 8.392029e-01
0DBDB      //Pixel 2245: 8.588104e-01
0DDDD      //Pixel 2246: 8.666534e-01
0DFDF      //Pixel 2247: 8.744965e-01
0E2E2      //Pixel 2248: 8.862610e-01
0E3E3      //Pixel 2249: 8.901825e-01
0E4E4      //Pixel 2250: 8.941040e-01
0E6E6      //Pixel 2251: 9.019470e-01
0E8E8      //Pixel 2252: 9.097900e-01
0E8E8      //Pixel 2253: 9.097900e-01
0E9E9      //Pixel 2254: 9.137115e-01
0EAEA      //Pixel 2255: 9.176331e-01
0ECEC      //Pixel 2256: 9.254761e-01
0ECEC      //Pixel 2257: 9.254761e-01
0EDED      //Pixel 2258: 9.293976e-01
0EFEF      //Pixel 2259: 9.372406e-01
0EFEF      //Pixel 2260: 9.372406e-01
0EFEF      //Pixel 2261: 9.372406e-01
0EDED      //Pixel 2262: 9.293976e-01
0ECEC      //Pixel 2263: 9.254761e-01
0ACAC      //Pixel 2264: 6.744995e-01
06161      //Pixel 2265: 3.803864e-01
07F7F      //Pixel 2266: 4.980316e-01
08D8D      //Pixel 2267: 5.529327e-01
09A9A      //Pixel 2268: 6.039124e-01
0BCBC      //Pixel 2269: 7.372437e-01
0DCDC      //Pixel 2270: 8.627319e-01
0A5A5      //Pixel 2271: 6.470490e-01
09191      //Pixel 2272: 5.686188e-01
09494      //Pixel 2273: 5.803833e-01
09595      //Pixel 2274: 5.843048e-01
09494      //Pixel 2275: 5.803833e-01
09494      //Pixel 2276: 5.803833e-01
07C7C      //Pixel 2277: 4.862671e-01
03737      //Pixel 2278: 2.156830e-01
04141      //Pixel 2279: 2.548981e-01
06A6A      //Pixel 2280: 4.156799e-01
07D7D      //Pixel 2281: 4.901886e-01
07E7E      //Pixel 2282: 4.941101e-01
07B7B      //Pixel 2283: 4.823456e-01
07F7F      //Pixel 2284: 4.980316e-01
07D7D      //Pixel 2285: 4.901886e-01
09A9A      //Pixel 2286: 6.039124e-01
0E4E4      //Pixel 2287: 8.941040e-01
0E6E6      //Pixel 2288: 9.019470e-01
0E6E6      //Pixel 2289: 9.019470e-01
0E6E6      //Pixel 2290: 9.019470e-01
0E6E6      //Pixel 2291: 9.019470e-01
0E5E5      //Pixel 2292: 8.980255e-01
0E4E4      //Pixel 2293: 8.941040e-01
0E3E3      //Pixel 2294: 8.901825e-01
0E2E2      //Pixel 2295: 8.862610e-01
0E0E0      //Pixel 2296: 8.784180e-01
0DFDF      //Pixel 2297: 8.744965e-01
0DCDC      //Pixel 2298: 8.627319e-01
0DBDB      //Pixel 2299: 8.588104e-01
0DADA      //Pixel 2300: 8.548889e-01
0D7D7      //Pixel 2301: 8.431244e-01
0D5D5      //Pixel 2302: 8.352814e-01
0D4D4      //Pixel 2303: 8.313599e-01
0CDCD      //Pixel 2304: 8.039093e-01
0CECE      //Pixel 2305: 8.078308e-01
0CFCF      //Pixel 2306: 8.117523e-01
0D1D1      //Pixel 2307: 8.195953e-01
0D6D6      //Pixel 2308: 8.392029e-01
0DADA      //Pixel 2309: 8.548889e-01
0DCDC      //Pixel 2310: 8.627319e-01
0DEDE      //Pixel 2311: 8.705750e-01
0E0E0      //Pixel 2312: 8.784180e-01
0E2E2      //Pixel 2313: 8.862610e-01
0E4E4      //Pixel 2314: 8.941040e-01
0E5E5      //Pixel 2315: 8.980255e-01
0E7E7      //Pixel 2316: 9.058685e-01
0E8E8      //Pixel 2317: 9.097900e-01
0E9E9      //Pixel 2318: 9.137115e-01
0E9E9      //Pixel 2319: 9.137115e-01
0EAEA      //Pixel 2320: 9.176331e-01
0ECEC      //Pixel 2321: 9.254761e-01
0EDED      //Pixel 2322: 9.293976e-01
0EEEE      //Pixel 2323: 9.333191e-01
0EEEE      //Pixel 2324: 9.333191e-01
0EDED      //Pixel 2325: 9.293976e-01
0ECEC      //Pixel 2326: 9.254761e-01
0EAEA      //Pixel 2327: 9.176331e-01
0CECE      //Pixel 2328: 8.078308e-01
06A6A      //Pixel 2329: 4.156799e-01
07272      //Pixel 2330: 4.470520e-01
08F8F      //Pixel 2331: 5.607758e-01
09A9A      //Pixel 2332: 6.039124e-01
09F9F      //Pixel 2333: 6.235199e-01
0A7A7      //Pixel 2334: 6.548920e-01
09999      //Pixel 2335: 5.999908e-01
09494      //Pixel 2336: 5.803833e-01
09999      //Pixel 2337: 5.999908e-01
09A9A      //Pixel 2338: 6.039124e-01
09494      //Pixel 2339: 5.803833e-01
09292      //Pixel 2340: 5.725403e-01
08B8B      //Pixel 2341: 5.450897e-01
05353      //Pixel 2342: 3.254852e-01
03232      //Pixel 2343: 1.960754e-01
05D5D      //Pixel 2344: 3.647003e-01
08181      //Pixel 2345: 5.058746e-01
08383      //Pixel 2346: 5.137177e-01
08282      //Pixel 2347: 5.097961e-01
08080      //Pixel 2348: 5.019531e-01
07F7F      //Pixel 2349: 4.980316e-01
08A8A      //Pixel 2350: 5.411682e-01
0DDDD      //Pixel 2351: 8.666534e-01
0E4E4      //Pixel 2352: 8.941040e-01
0E4E4      //Pixel 2353: 8.941040e-01
0E6E6      //Pixel 2354: 9.019470e-01
0E5E5      //Pixel 2355: 8.980255e-01
0E5E5      //Pixel 2356: 8.980255e-01
0E3E3      //Pixel 2357: 8.901825e-01
0E2E2      //Pixel 2358: 8.862610e-01
0E0E0      //Pixel 2359: 8.784180e-01
0E0E0      //Pixel 2360: 8.784180e-01
0DFDF      //Pixel 2361: 8.744965e-01
0DEDE      //Pixel 2362: 8.705750e-01
0DCDC      //Pixel 2363: 8.627319e-01
0DADA      //Pixel 2364: 8.548889e-01
0D7D7      //Pixel 2365: 8.431244e-01
0D5D5      //Pixel 2366: 8.352814e-01
0D3D3      //Pixel 2367: 8.274384e-01
0CDCD      //Pixel 2368: 8.039093e-01
0CECE      //Pixel 2369: 8.078308e-01
0CFCF      //Pixel 2370: 8.117523e-01
0CFCF      //Pixel 2371: 8.117523e-01
0D5D5      //Pixel 2372: 8.352814e-01
0D9D9      //Pixel 2373: 8.509674e-01
0DBDB      //Pixel 2374: 8.588104e-01
0DEDE      //Pixel 2375: 8.705750e-01
0E0E0      //Pixel 2376: 8.784180e-01
0E2E2      //Pixel 2377: 8.862610e-01
0E3E3      //Pixel 2378: 8.901825e-01
0E5E5      //Pixel 2379: 8.980255e-01
0E7E7      //Pixel 2380: 9.058685e-01
0E7E7      //Pixel 2381: 9.058685e-01
0E8E8      //Pixel 2382: 9.097900e-01
0E9E9      //Pixel 2383: 9.137115e-01
0E9E9      //Pixel 2384: 9.137115e-01
0EBEB      //Pixel 2385: 9.215546e-01
0EDED      //Pixel 2386: 9.293976e-01
0EEEE      //Pixel 2387: 9.333191e-01
0EEEE      //Pixel 2388: 9.333191e-01
0EDED      //Pixel 2389: 9.293976e-01
0ECEC      //Pixel 2390: 9.254761e-01
0E8E8      //Pixel 2391: 9.097900e-01
0E2E2      //Pixel 2392: 8.862610e-01
09191      //Pixel 2393: 5.686188e-01
06565      //Pixel 2394: 3.960724e-01
08686      //Pixel 2395: 5.254822e-01
09696      //Pixel 2396: 5.882263e-01
09E9E      //Pixel 2397: 6.195984e-01
09E9E      //Pixel 2398: 6.195984e-01
09898      //Pixel 2399: 5.960693e-01
09595      //Pixel 2400: 5.843048e-01
09A9A      //Pixel 2401: 6.039124e-01
09C9C      //Pixel 2402: 6.117554e-01
09595      //Pixel 2403: 5.843048e-01
09292      //Pixel 2404: 5.725403e-01
08A8A      //Pixel 2405: 5.411682e-01
07979      //Pixel 2406: 4.745026e-01
04444      //Pixel 2407: 2.666626e-01
04848      //Pixel 2408: 2.823486e-01
07272      //Pixel 2409: 4.470520e-01
08585      //Pixel 2410: 5.215607e-01
08686      //Pixel 2411: 5.254822e-01
08787      //Pixel 2412: 5.294037e-01
07F7F      //Pixel 2413: 4.980316e-01
